"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-2500257","Resolution of Sister Chromatid Cohesion","60/2399","126/10654",3.99567689289078e-10,8.45239342726896e-09,6.82015132810831e-09,"CDCA5/TUBB4A/AURKB/CENPP/INCENP/SPC25/CCNB1/PLK1/TUBB2B/ZWINT/CDC20/CENPI/CENPA/BIRC5/CENPU/RCC2/CENPK/PPP1CC/RANGAP1/SMC1A/CENPO/TUBB2A/BUB1/ERCC6L/MAD2L1/NUP160/NUP85/CENPF/KNL1/ZWILCH/SKA1/SGO1/NSL1/KIF2A/NUF2/NUDC/SMC3/NUP107/CCNB2/XPO1/KIF2C/KNTC1/ITGB3BP/MIS12/CLASP2/CDK1/NUP43/SGO2/PPP2R1B/STAG1/NUP37/SPC24/NDC80/DSN1/CDCA8/CENPN/CENPE/CENPQ/CENPH/NUP133",60
"R-HSA-69618","Mitotic Spindle Checkpoint","55/2399","112/10654",5.04984679110615e-10,1.03634915489119e-08,8.36219720004067e-09,"AURKB/CENPP/UBE2C/INCENP/SPC25/PLK1/ZWINT/CDC20/CENPI/CENPA/BIRC5/CENPU/RCC2/CENPK/PPP1CC/RANGAP1/CENPO/CDC27/BUB1/ERCC6L/ANAPC7/MAD2L1/NUP160/NUP85/CENPF/KNL1/ZWILCH/SKA1/SGO1/NSL1/KIF2A/NUF2/NUDC/NUP107/XPO1/CDC26/KIF2C/KNTC1/ITGB3BP/MIS12/CLASP2/NUP43/SGO2/PPP2R1B/NUP37/SPC24/NDC80/DSN1/CDCA8/CENPN/CENPE/CENPQ/ANAPC1/CENPH/NUP133",55
"R-HSA-73864","RNA Polymerase I Transcription","55/2399","112/10654",5.04984679110615e-10,1.03634915489119e-08,8.36219720004067e-09,"H2BC10/EHMT2/MTA1/H2BC17/H3C8/H2AX/GTF2H3/POLR2H/H2AZ2/H2AC8/CHD4/POLR1A/H2BC12/H2BC9/H3C10/H4C9/TBP/H4C13/H2BC15/H3-3B/CD3EAP/H3C11/H2BC14/H3C1/H2AC20/H3C7/HDAC2/H4C15/H4C14/H3C2/GATAD2A/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/POLR1B/H4C4/POLR2K/CDK7/H4C3/H2BC13/RBBP4/H2BC5/MTA3/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4",55
"R-HSA-1221632","Meiotic synapsis","43/2399","79/10654",6.48574519542175e-10,1.3114558299566e-08,1.0582005318846e-08,"H2BC10/H2BC17/H2AX/H2AZ2/TERF1/LMNB1/H2AC8/H2BC12/H2BC9/H4C9/H4C13/H2BC15/REC8/DIDO1/SMC1A/H2BC14/H2AC20/H4C15/H4C14/H4C5/H4C2/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/H4C4/SMC3/SYNE2/BRCA1/ATR/H4C3/STAG1/H2BC13/H2BC5/H2AZ1/H2AC14/FKBP6/H2AC6/H4C6/H2BU1/H2BC4",43
"R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)","54/2399","110/10654",7.36388666679282e-10,1.46744118360002e-08,1.18406354642252e-08,"RPS6KA3/H2BC10/EHMT2/RPS6KA1/H2BC17/H3C8/H2AX/CCNA2/UBE2C/H2AZ2/H2AC8/H2BC12/H2BC9/H3C10/H4C9/H4C13/EHMT1/H2BC15/H3-3B/H3C11/CDC27/H2BC14/H3C1/FOS/H2AC20/ANAPC7/H3C7/H4C15/H4C14/H3C2/CDK4/CCNA1/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/RELA/H2BC7/H4C4/CDC26/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4/ANAPC1",54
"R-HSA-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis","58/2399","122/10654",8.46287801967939e-10,1.63893764465622e-08,1.32244231767859e-08,"H2BC10/H2BC17/PAXIP1/CTCF/H3C8/H2AX/POLR2H/KMT2D/H2AZ2/EP300/H2AC8/H2BC12/H2BC9/H3C10/H4C9/H4C13/EZH2/H2BC15/H3-3B/H3C11/H2BC14/H3C1/PBX1/H2AC20/H3C7/KDM6A/H4C15/H4C14/H3C2/PAGR1/H4C5/H4C2/H3C12/HDAC3/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/H4C4/POLR2K/WDR5/H4C3/POLR2D/H2BC13/RBBP4/H2BC5/POLR2B/H2AZ1/H2AC14/H2AC6/H4C6/CNOT6/H2BU1/H2BC4/SUZ12/PIAS2",58
"R-HSA-5619507","Activation of HOX genes during differentiation","58/2399","122/10654",8.46287801967939e-10,1.63893764465622e-08,1.32244231767859e-08,"H2BC10/H2BC17/PAXIP1/CTCF/H3C8/H2AX/POLR2H/KMT2D/H2AZ2/EP300/H2AC8/H2BC12/H2BC9/H3C10/H4C9/H4C13/EZH2/H2BC15/H3-3B/H3C11/H2BC14/H3C1/PBX1/H2AC20/H3C7/KDM6A/H4C15/H4C14/H3C2/PAGR1/H4C5/H4C2/H3C12/HDAC3/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/H4C4/POLR2K/WDR5/H4C3/POLR2D/H2BC13/RBBP4/H2BC5/POLR2B/H2AZ1/H2AC14/H2AC6/H4C6/CNOT6/H2BU1/H2BC4/SUZ12/PIAS2",58
"R-HSA-1474165","Reproduction","65/2399","144/10654",1.24344383080858e-09,2.37463231578027e-08,1.91606695566117e-08,"H2BC10/PSMC3IP/BRCA2/H2BC17/BLM/H3C8/H2AX/MLH3/TOP3A/RPA1/H2AZ2/TERF1/LMNB1/H2AC8/ATM/H2BC12/H2BC9/H3C10/H4C9/H4C13/H2BC15/H3-3B/H3C11/REC8/DIDO1/SMC1A/H2BC14/H3C1/H2AC20/H3C7/H4C15/H4C14/H3C2/CDK4/RAD51/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/RPA2/H4C4/SMC3/SYNE2/MND1/BRCA1/CD9/ATR/H4C3/STAG1/H2BC13/H2BC5/DMC1/H2AZ1/H2AC14/FKBP6/RBBP8/H2AC6/H4C6/H2BU1/H2BC4",65
"R-HSA-1912422","Pre-NOTCH Expression and Processing","53/2399","109/10654",1.63707240600545e-09,3.08352679213356e-08,2.48806678576748e-08,"SEL1L/H2BC10/AGO2/H2BC17/TP53/H3C8/H2AX/RBPJ/H2AZ2/EP300/TNRC6C/H2AC8/H2BC12/H2BC9/H3C10/H4C9/E2F3/H4C13/H2BC15/TFDP2/H3-3B/H3C11/H2BC14/H3C1/H2AC20/H3C7/H4C15/H4C14/H3C2/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/TNRC6A/H2BC7/H4C4/NOTCH1/H4C3/PRKCI/H2BC13/ST3GAL6/H2BC5/ELF3/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4",53
"R-HSA-5625740","RHO GTPases activate PKNs","48/2399","95/10654",1.89682158646731e-09,3.5244995694494e-08,2.84388328895668e-08,"H2BC10/AR/H2BC17/H3C8/H2AX/H2AZ2/H2AC8/KDM1A/H2BC12/H2BC9/H3C10/H4C9/MYL12B/PAK1/H4C13/CDC25C/H2BC15/H3-3B/H3C11/H2BC14/H3C1/H2AC20/H3C7/H4C15/H4C14/H3C2/H4C5/H4C2/H3C12/YWHAZ/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/H4C4/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/RAC1/H4C6/H2BU1/H2BC4/YWHAG",48
"R-HSA-72163","mRNA Splicing - Major Pathway","77/2399","183/10654",2.10754182813064e-09,3.86382668490617e-08,3.11768292891185e-08,"CHERP/SRRT/POLR2H/SRSF2/CPSF4/SF3A1/SRRM1/WBP11/LSM4/HNRNPA0/RNPS1/PTBP1/DHX15/LSM2/HNRNPL/EFTUD2/SYF2/HNRNPR/CSTF2/NCBP1/HNRNPD/SNRPA/HNRNPM/TRA2B/WDR33/SF3B6/PRPF19/ELAVL2/SNRNP200/NUDT21/SNRNP70/SF3B3/ALYREF/DDX46/PPIL1/CPSF3/LSM5/MTREX/POLR2K/SNRPB/SLU7/DDX23/HNRNPU/PRPF38A/LSM8/SF3A2/CWC15/U2SURP/ELAVL1/FUS/HNRNPF/HNRNPH1/SNRNP40/CPSF2/AQR/POLR2D/SRSF7/POLR2B/WBP4/PRPF4/PHF5A/CCAR1/SRSF1/SF3A3/PPIL4/GTF2F2/HNRNPA2B1/PPIH/PPWD1/RBM8A/SNRPE/SNRPG/EIF4A3/LSM3/SNRPF/CSTF3/SRSF11",77
"R-HSA-2559580","Oxidative Stress Induced Senescence","58/2399","125/10654",2.69569665789329e-09,4.87135869646465e-08,3.930650385511e-08,"H2BC10/PHC1/H2BC17/CBX2/TP53/H3C8/H2AX/MAPKAPK5/H2AZ2/TNRC6C/TNIK/H2AC8/E2F2/H2BC12/H2BC9/H3C10/H4C9/E2F3/H4C13/EZH2/H2BC15/TFDP2/H3-3B/H3C11/H2BC14/H3C1/FOS/H2AC20/H3C7/TXN/H4C15/H4C14/H3C2/MAP2K6/CDK4/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/TNRC6A/H2BC7/H4C4/H4C3/H2BC13/RBBP4/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4/MAPK10/SUZ12",58
"R-HSA-73929","Base-Excision Repair, AP Site Formation","36/2399","63/10654",2.7279608700202e-09,4.87135869646465e-08,3.930650385511e-08,"H2BC10/MUTYH/H2BC17/H2AX/H2AZ2/TERF1/H2AC8/UNG/H2BC12/H2BC9/H4C9/H4C13/H2BC15/H2BC14/H2AC20/H4C15/H4C14/H4C5/H4C2/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/H4C4/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4/NEIL3",36
"R-HSA-72172","mRNA Splicing","79/2399","191/10654",3.37567880920637e-09,5.95071584956251e-08,4.80157282713024e-08,"CHERP/SRRT/POLR2H/SRSF2/CPSF4/SF3A1/SRRM1/WBP11/LSM4/HNRNPA0/RNPS1/PTBP1/DHX15/LSM2/SNRNP25/HNRNPL/EFTUD2/SYF2/HNRNPR/CSTF2/NCBP1/HNRNPD/SNRPA/HNRNPM/TRA2B/WDR33/SF3B6/PRPF19/ELAVL2/SNRNP200/NUDT21/SNRNP70/ZCRB1/SF3B3/ALYREF/DDX46/PPIL1/CPSF3/LSM5/MTREX/POLR2K/SNRPB/SLU7/DDX23/HNRNPU/PRPF38A/LSM8/SF3A2/CWC15/U2SURP/ELAVL1/FUS/HNRNPF/HNRNPH1/SNRNP40/CPSF2/AQR/POLR2D/SRSF7/POLR2B/WBP4/PRPF4/PHF5A/CCAR1/SRSF1/SF3A3/PPIL4/GTF2F2/HNRNPA2B1/PPIH/PPWD1/RBM8A/SNRPE/SNRPG/EIF4A3/LSM3/SNRPF/CSTF3/SRSF11",79
"R-HSA-110328","Recognition and association of DNA glycosylase with site containing an affected pyrimidine","35/2399","61/10654",3.90494233946547e-09,6.62876014415434e-08,5.34867995555114e-08,"H2BC10/H2BC17/H2AX/H2AZ2/TERF1/H2AC8/UNG/H2BC12/H2BC9/H4C9/H4C13/H2BC15/H2BC14/H2AC20/H4C15/H4C14/H4C5/H4C2/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/H4C4/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4/NEIL3",35
"R-HSA-110329","Cleavage of the damaged pyrimidine ","35/2399","61/10654",3.90494233946547e-09,6.62876014415434e-08,5.34867995555114e-08,"H2BC10/H2BC17/H2AX/H2AZ2/TERF1/H2AC8/UNG/H2BC12/H2BC9/H4C9/H4C13/H2BC15/H2BC14/H2AC20/H4C15/H4C14/H4C5/H4C2/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/H4C4/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4/NEIL3",35
"R-HSA-73928","Depyrimidination","35/2399","61/10654",3.90494233946547e-09,6.62876014415434e-08,5.34867995555114e-08,"H2BC10/H2BC17/H2AX/H2AZ2/TERF1/H2AC8/UNG/H2BC12/H2BC9/H4C9/H4C13/H2BC15/H2BC14/H2AC20/H4C15/H4C14/H4C5/H4C2/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/H4C4/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4/NEIL3",35
"R-HSA-8953897","Cellular responses to external stimuli","166/2399","493/10654",4.26414958444676e-09,7.15025082757841e-08,5.76946554814748e-08,"HMGA1/RPS6KA3/H2BC10/EHMT2/EGLN3/TXNRD1/PHC1/NDC1/RPS6KA1/AR/H2BC17/CBX2/TP53/SOD1/HIF3A/H3C8/TUBB4A/H2AX/LAMTOR5/HSBP1/ATP6V1E1/RPA1/HSPA5/STIP1/MAPKAPK5/CCNA2/RRAGD/CCNE1/UBE2C/H2AZ2/EP300/TERF1/LMNB1/NUP188/PSME3/TUBB2B/GSR/TNRC6C/GSTP1/TNIK/NUP155/PSMD11/CAT/H2AC8/ATM/E2F2/CCAR2/PSMD5/RBX1/MT2A/H2BC12/H2BC9/NUP50/H3C10/H4C9/NUP210/E2F3/H1-5/H4C13/EZH2/EHMT1/HIGD1A/DCTN5/H2BC15/TFDP2/NUP88/H3-3B/H3C11/FKBP4/NUP205/NUP35/NUP153/HSPA4/NUP93/CABIN1/CDC27/H2BC14/H3C1/FOS/TUBB2A/H2AC20/ANAPC7/HSP90AB1/H3C7/NUP160/NUP85/TXN/H4C15/H4C14/H3C2/SIRT1/HSPA13/MAP2K6/CDK4/CCNA1/ATP6V1D/MTOR/H4C5/H4C2/H3C12/WDR59/H2BC11/H2AC4/H2BC6/CAMK2D/H1-3/H2BC8/HIKESHI/H4C1/PSME2/RELA/TNRC6A/HSPA14/H1-1/H2BC7/PSMC2/RPA2/H4C4/NUP107/HMGA2/H1-4/PRDX2/PSMB1/CDC26/MT1X/HSPA9/NUP54/ATR/H4C3/HSPH1/NUP43/PSMA3/PSMA5/H2BC13/CYCS/RBBP4/NUP42/NUP37/RRAGB/H2BC5/DNAJA1/MIOS/H2AZ1/PSMD7/H2AC14/PSMD10/EEF1A1/H2AC6/H4C6/MT1G/MT1F/H2BU1/CCNE2/H2BC4/PSMC6/PRDX3/MAPK10/ANAPC1/ID1/SUZ12/PTGES3/C12orf66/NUP133/PSMA6/ELOC/ATP6V1A",166
"R-HSA-2262752","Cellular responses to stress","162/2399","479/10654",4.64265838988908e-09,7.69115094710541e-08,6.20591241971223e-08,"HMGA1/RPS6KA3/H2BC10/EHMT2/EGLN3/TXNRD1/PHC1/NDC1/RPS6KA1/AR/H2BC17/CBX2/TP53/SOD1/HIF3A/H3C8/TUBB4A/H2AX/LAMTOR5/HSBP1/ATP6V1E1/RPA1/HSPA5/STIP1/MAPKAPK5/CCNA2/RRAGD/CCNE1/UBE2C/H2AZ2/EP300/TERF1/LMNB1/NUP188/PSME3/TUBB2B/GSR/TNRC6C/GSTP1/TNIK/NUP155/PSMD11/CAT/H2AC8/ATM/E2F2/CCAR2/PSMD5/RBX1/H2BC12/H2BC9/NUP50/H3C10/H4C9/NUP210/E2F3/H1-5/H4C13/EZH2/EHMT1/HIGD1A/DCTN5/H2BC15/TFDP2/NUP88/H3-3B/H3C11/FKBP4/NUP205/NUP35/NUP153/HSPA4/NUP93/CABIN1/CDC27/H2BC14/H3C1/FOS/TUBB2A/H2AC20/ANAPC7/HSP90AB1/H3C7/NUP160/NUP85/TXN/H4C15/H4C14/H3C2/SIRT1/HSPA13/MAP2K6/CDK4/CCNA1/ATP6V1D/MTOR/H4C5/H4C2/H3C12/WDR59/H2BC11/H2AC4/H2BC6/CAMK2D/H1-3/H2BC8/HIKESHI/H4C1/PSME2/RELA/TNRC6A/HSPA14/H1-1/H2BC7/PSMC2/RPA2/H4C4/NUP107/HMGA2/H1-4/PRDX2/PSMB1/CDC26/HSPA9/NUP54/ATR/H4C3/HSPH1/NUP43/PSMA3/PSMA5/H2BC13/CYCS/RBBP4/NUP42/NUP37/RRAGB/H2BC5/DNAJA1/MIOS/H2AZ1/PSMD7/H2AC14/PSMD10/EEF1A1/H2AC6/H4C6/H2BU1/CCNE2/H2BC4/PSMC6/PRDX3/MAPK10/ANAPC1/ID1/SUZ12/PTGES3/C12orf66/NUP133/PSMA6/ELOC/ATP6V1A",162
"R-HSA-9616222","Transcriptional regulation of granulopoiesis","45/2399","90/10654",9.2307983146283e-09,1.51099377173975e-07,1.21920569218274e-07,"H2BC10/H2BC17/H3C8/H2AX/H2AZ2/EP300/H2AC8/H2BC12/H2BC9/H3C10/H4C9/H4C13/H2BC15/TFDP2/H3-3B/H3C11/H2BC14/H3C1/H2AC20/MYB/H3C7/H4C15/H4C14/H3C2/KMT2A/CDK4/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/H4C4/H4C3/H2BC13/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/H2BC4",45
"R-HSA-5693606","DNA Double Strand Break Response","40/2399","77/10654",1.52385654989013e-08,2.46506206599875e-07,1.98903381248818e-07,"H2BC10/H2BC17/PIAS4/MDC1/TP53/H2AX/KPNA2/RNF168/ATM/H2BC12/H2BC9/H4C9/KDM4A/H4C13/H2BC15/NSD2/H2BC14/H4C15/H4C14/BARD1/SMARCA5/H4C5/H4C2/H2BC11/H2BC6/H2BC8/H4C1/H2BC7/H4C4/BRCA1/EYA3/CHEK2/H4C3/H2BC13/H2BC5/SUMO1/H4C6/H2BU1/H2BC4/BRCC3",40
"R-HSA-8939211","ESR-mediated signaling","87/2399","223/10654",1.5973425961639e-08,2.52852192522633e-07,2.04023893526397e-07,"CXCL12/H2BC10/PRKCZ/POU2F1/AGO2/H2BC17/GNB4/H3C8/H2AX/PIK3CA/POLR2H/KPNA2/EGF/GNG4/H2AZ2/EP300/TNRC6C/USF1/GREB1/CALM2/H2AC8/KDM1A/H2BC12/H2BC9/GNG5/H3C10/H4C9/TBP/H4C13/H2BC15/H3-3B/H3C11/FKBP4/PIK3R3/SMC1A/GNG12/H2BC14/H3C1/FOS/H2AC20/PIK3R1/HSP90AB1/MYB/CAV2/H3C7/NRIP1/H4C15/H4C14/H3C2/FOSB/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/TNRC6A/H2BC7/H4C4/MMP2/SMC3/PRMT1/STRN/XPO1/POLR2K/H4C3/STAG1/NR5A2/POLR2D/H2BC13/H2BC5/GNAI1/POLR2B/KRAS/H2AZ1/H2AC14/IGF1R/H2AC6/H4C6/GTF2F2/H2BU1/H2BC4/CHD1/PTGES3/CCNT1",87
"R-HSA-191859","snRNP Assembly","31/2399","53/10654",1.61825403214485e-08,2.52852192522633e-07,2.04023893526397e-07,"NDC1/WDR77/NUP188/GEMIN4/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/PRMT5/NCBP1/NUP160/NUP85/GEMIN2/GEMIN5/NUP107/SNRPB/TGS1/NUP54/PHAX/DDX20/NUP43/NUP42/NUP37/SNRPE/SNRPG/NUP133/SNRPF",31
"R-HSA-194441","Metabolism of non-coding RNA","31/2399","53/10654",1.61825403214485e-08,2.52852192522633e-07,2.04023893526397e-07,"NDC1/WDR77/NUP188/GEMIN4/NUP155/NUP50/NUP210/NUP88/NUP205/NUP35/NUP153/NUP93/PRMT5/NCBP1/NUP160/NUP85/GEMIN2/GEMIN5/NUP107/SNRPB/TGS1/NUP54/PHAX/DDX20/NUP43/NUP42/NUP37/SNRPE/SNRPG/NUP133/SNRPF",31
"R-HSA-176974","Unwinding of DNA","12/2399","12/10654",1.66316299162555e-08,2.56949338593834e-07,2.07329839523752e-07,"MCM2/MCM7/MCM5/CDC45/MCM3/GINS4/GINS1/MCM4/MCM8/MCM6/GINS2/GINS3",12
"R-HSA-2555396","Mitotic Metaphase and Anaphase","80/2399","202/10654",2.77654039767736e-08,4.24193671867374e-07,3.42277611596718e-07,"CDCA5/TUBB4A/AURKB/CENPP/UBE2C/INCENP/LMNB1/SPC25/PSME3/PLK1/TUBB2B/ZWINT/PSMD11/CDC20/CENPI/CENPA/PSMD5/BIRC5/PTTG1/CENPU/ESPL1/RCC2/CENPK/VRK1/PPP1CC/RANGAP1/SMC1A/CENPO/CDC27/TUBB2A/BUB1/ERCC6L/TMPO/FBXO5/ANAPC7/MAD2L1/NUP160/NUP85/CENPF/KNL1/ZWILCH/SKA1/SGO1/NSL1/KIF2A/PSME2/NUF2/PSMC2/NUDC/SMC3/NUP107/PSMB1/XPO1/CDC26/KIF2C/KNTC1/ITGB3BP/MIS12/CLASP2/NUP43/PSMA3/PSMA5/SGO2/PPP2R1B/STAG1/NUP37/SPC24/NDC80/PSMD7/DSN1/CDCA8/CENPN/CENPE/PSMD10/CENPQ/PSMC6/ANAPC1/CENPH/NUP133/PSMA6",80
"R-HSA-5693565","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks","39/2399","76/10654",3.57835880168386e-08,5.40686082672012e-07,4.36274167377073e-07,"H2BC10/H2BC17/PIAS4/MDC1/TP53/H2AX/RNF168/ATM/H2BC12/H2BC9/H4C9/KDM4A/H4C13/H2BC15/NSD2/H2BC14/H4C15/H4C14/BARD1/SMARCA5/H4C5/H4C2/H2BC11/H2BC6/H2BC8/H4C1/H2BC7/H4C4/BRCA1/EYA3/CHEK2/H4C3/H2BC13/H2BC5/SUMO1/H4C6/H2BU1/H2BC4/BRCC3",39
"R-HSA-2467813","Separation of Sister Chromatids","76/2399","190/10654",3.74717956483165e-08,5.60040424091686e-07,4.51890990999148e-07,"CDCA5/TUBB4A/AURKB/CENPP/UBE2C/INCENP/SPC25/PSME3/PLK1/TUBB2B/ZWINT/PSMD11/CDC20/CENPI/CENPA/PSMD5/BIRC5/PTTG1/CENPU/ESPL1/RCC2/CENPK/PPP1CC/RANGAP1/SMC1A/CENPO/CDC27/TUBB2A/BUB1/ERCC6L/ANAPC7/MAD2L1/NUP160/NUP85/CENPF/KNL1/ZWILCH/SKA1/SGO1/NSL1/KIF2A/PSME2/NUF2/PSMC2/NUDC/SMC3/NUP107/PSMB1/XPO1/CDC26/KIF2C/KNTC1/ITGB3BP/MIS12/CLASP2/NUP43/PSMA3/PSMA5/SGO2/PPP2R1B/STAG1/NUP37/SPC24/NDC80/PSMD7/DSN1/CDCA8/CENPN/CENPE/PSMD10/CENPQ/PSMC6/ANAPC1/CENPH/NUP133/PSMA6",76
"R-HSA-3214847","HATs acetylate histones","61/2399","142/10654",3.93433230242783e-08,5.81688915681535e-07,4.69358941342268e-07,"HCFC1/H2BC10/SAP130/H2BC17/RUVBL1/H3C8/H2AC16/EP300/RUVBL2/JADE2/H2AC8/H2AW/H2BC12/H2BC9/H3C10/H4C9/H4C13/H2BC15/H2AC21/H3C11/TAF12/JADE1/H2BC14/H3C1/H2AC20/TADA1/YEATS4/H3C7/H4C15/H4C14/H3C2/KANSL1/H4C5/H4C2/H3C12/H2AC12/H2BC11/H2AC4/H2BC6/H2BC8/JADE3/H4C1/H2AC11/H2BC7/H4C4/YEATS2/H2AC15/H2AC17/WDR5/H4C3/H2BC13/H2BC5/KAT7/H2AC14/H2AC6/H4C6/H2BU1/CLOCK/H2BC4/H2AC13/HAT1",61
"R-HSA-5693579","Homologous DNA Pairing and Strand Exchange","26/2399","42/10654",4.60829591702244e-08,6.74085838926155e-07,5.43913090318215e-07,"BRCA2/BLM/TOP3A/XRCC2/RPA1/EXO1/DNA2/RFC3/RFC5/ATM/CHEK1/RFC2/RAD51AP1/TOPBP1/BRIP1/BARD1/RAD51/RPA2/RFC4/PALB2/BRCA1/ATR/RMI1/RBBP8/RHNO1/WRN",26
"R-HSA-69205","G1/S-Specific Transcription","20/2399","28/10654",4.84679398757795e-08,7.01509656096809e-07,5.66041092842899e-07,"ORC1/CDT1/CDC45/CDC6/E2F5/CCNE1/POLA1/TFDP2/PCNA/RBL2/FBXO5/CCNA1/DHFR/RRM2/TYMS/E2F6/LIN9/CDK1/RBL1/RBBP4",20
"R-HSA-68882","Mitotic Anaphase","79/2399","201/10654",5.00035799172809e-08,7.16197108190221e-07,5.77892250359803e-07,"CDCA5/TUBB4A/AURKB/CENPP/UBE2C/INCENP/LMNB1/SPC25/PSME3/PLK1/TUBB2B/ZWINT/PSMD11/CDC20/CENPI/CENPA/PSMD5/BIRC5/PTTG1/CENPU/ESPL1/RCC2/CENPK/VRK1/PPP1CC/RANGAP1/SMC1A/CENPO/CDC27/TUBB2A/BUB1/ERCC6L/TMPO/ANAPC7/MAD2L1/NUP160/NUP85/CENPF/KNL1/ZWILCH/SKA1/SGO1/NSL1/KIF2A/PSME2/NUF2/PSMC2/NUDC/SMC3/NUP107/PSMB1/XPO1/CDC26/KIF2C/KNTC1/ITGB3BP/MIS12/CLASP2/NUP43/PSMA3/PSMA5/SGO2/PPP2R1B/STAG1/NUP37/SPC24/NDC80/PSMD7/DSN1/CDCA8/CENPN/CENPE/PSMD10/CENPQ/PSMC6/ANAPC1/CENPH/NUP133/PSMA6",79
"R-HSA-977225","Amyloid fiber formation","50/2399","109/10654",5.27073162207781e-08,7.4713979178938e-07,6.02859590848618e-07,"B2M/TSPAN33/H2BC10/GGA3/H2BC17/H3C8/H2AX/TSPAN14/CALB1/SORL1/H2AC8/SNCA/H2BC12/H2BC9/H3C10/H4C9/H4C13/H2BC15/H3-3B/H3C11/H2BC14/H3C1/H2AC20/H3C7/H4C15/H4C14/H3C2/H4C5/H4C2/H3C12/H2BC11/H2AC4/H2BC6/H2BC8/H4C1/H2BC7/H4C4/H4C3/TSPAN15/H2BC13/USP9X/H2BC5/H2AZ1/H2AC14/H2AC6/H4C6/H2BU1/GGA2/SEMG1/H2BC4",50
