"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-5685942","HDR through Homologous Recombination (HRR)","30/1870","67/10654",2.02649346271977e-07,3.74207285992637e-06,2.84614943430289e-06,"ATM/POLK/BLM/RPA1/TOP3A/RPA2/ATR/BARD1/DNA2/RAD51AP1/PCNA/POLD1/BRCA2/PALB2/RFC1/CHEK1/BRIP1/GEN1/TOPBP1/MRE11/XRCC2/RFC2/POLE2/WRN/RFC4/RPS27A/RBBP8/EXO1/POLE/RFC5",30
"R-HSA-68882","Mitotic Anaphase","65/1870","201/10654",2.09283641611209e-07,3.81235606610688e-06,2.89960550397322e-06,"PSMD5/NUP37/PSMA3/CDCA5/TUBB4A/PSMD7/PSME3/PPP1CC/CDC26/PSMB1/PSMA2/PSME2/PSMC2/PLK1/PSMA5/CDC27/AURKB/INCENP/LMNB1/PSMD11/PPP2R1B/CENPI/TUBB2A/PSMC6/XPO1/SMC1A/PSMA6/ZW10/ZWILCH/MAD2L1/BUB3/RANGAP1/TMPO/CENPK/NUP43/NUP107/NUP160/RANBP2/ZWINT/MIS12/CENPL/NUP133/RPS27A/KNTC1/ANAPC1/CDC20/KNL1/CKAP5/KIF18A/TUBB2B/CENPN/NSL1/PSMD10/ITGB3BP/ANAPC10/NDC80/ESPL1/ERCC6L/SGO1/CENPF/CENPQ/VRK1/NUF2/SMC3/BUB1",65
"R-HSA-3247509","Chromatin modifying enzymes","82/1870","274/10654",2.51272810397844e-07,4.3796417607469e-06,3.33107221221887e-06,"HCFC1/MTA1/EHMT2/UTY/H2AZ2/SAP130/ARID1A/KMT2D/KDM5A/SMARCD1/H2AX/H2BC12/RUVBL2/TAF12/DPY30/H3C8/SETD6/WDR77/ARID4A/H3C1/H2AZ1/H3C2/H3C10/H2BC6/RBBP4/H2AC21/KDM5D/DOT1L/H2BC11/RELA/H3C11/GATAD2A/H2BC5/H3C7/AEBP2/CDK4/H2AC4/H2BC7/H3C12/PRMT3/H2AC13/H2AC11/KDM5B/H2AC20/EP300/SAP18/KANSL1/JADE2/H4C9/MTA3/H2AC16/H4C3/ARID4B/H4C5/H2BC17/KDM4C/ACTL6A/ARID2/H2AC14/H4C6/H4C2/HDAC2/H4C13/ATF7IP/H2AC8/PHF20/H4C4/H2AC6/H4C1/BRWD1/EHMT1/WDR5/H3C6/H2BC4/H2AC12/PRMT7/KDM4A/H2BC13/CLOCK/SMARCA4/KDM3B/KDM3A",82
"R-HSA-4839726","Chromatin organization","82/1870","274/10654",2.51272810397844e-07,4.3796417607469e-06,3.33107221221887e-06,"HCFC1/MTA1/EHMT2/UTY/H2AZ2/SAP130/ARID1A/KMT2D/KDM5A/SMARCD1/H2AX/H2BC12/RUVBL2/TAF12/DPY30/H3C8/SETD6/WDR77/ARID4A/H3C1/H2AZ1/H3C2/H3C10/H2BC6/RBBP4/H2AC21/KDM5D/DOT1L/H2BC11/RELA/H3C11/GATAD2A/H2BC5/H3C7/AEBP2/CDK4/H2AC4/H2BC7/H3C12/PRMT3/H2AC13/H2AC11/KDM5B/H2AC20/EP300/SAP18/KANSL1/JADE2/H4C9/MTA3/H2AC16/H4C3/ARID4B/H4C5/H2BC17/KDM4C/ACTL6A/ARID2/H2AC14/H4C6/H4C2/HDAC2/H4C13/ATF7IP/H2AC8/PHF20/H4C4/H2AC6/H4C1/BRWD1/EHMT1/WDR5/H3C6/H2BC4/H2AC12/PRMT7/KDM4A/H2BC13/CLOCK/SMARCA4/KDM3B/KDM3A",82
"R-HSA-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis","45/1870","122/10654",2.53617825070655e-07,4.3796417607469e-06,3.33107221221887e-06,"H2AZ2/KMT2D/H2AX/H3-3B/H2BC12/H3C8/POLR2B/H3C1/H2AZ1/H3C2/H3C10/H2BC6/RBBP4/POLR2K/H2BC11/CTCF/H3C11/H2BC5/H3C7/H2AC4/H2BC7/H3C12/H2AC20/EP300/H4C9/CNOT9/POLR2D/H4C3/H4C5/H2BC17/H2AC14/H4C6/PIAS2/H4C2/H4C13/CNOT6/H2AC8/H4C4/H2AC6/H4C1/WDR5/H3C6/RARA/H2BC4/H2BC13",45
"R-HSA-5619507","Activation of HOX genes during differentiation","45/1870","122/10654",2.53617825070655e-07,4.3796417607469e-06,3.33107221221887e-06,"H2AZ2/KMT2D/H2AX/H3-3B/H2BC12/H3C8/POLR2B/H3C1/H2AZ1/H3C2/H3C10/H2BC6/RBBP4/POLR2K/H2BC11/CTCF/H3C11/H2BC5/H3C7/H2AC4/H2BC7/H3C12/H2AC20/EP300/H4C9/CNOT9/POLR2D/H4C3/H4C5/H2BC17/H2AC14/H4C6/PIAS2/H4C2/H4C13/CNOT6/H2AC8/H4C4/H2AC6/H4C1/WDR5/H3C6/RARA/H2BC4/H2BC13",45
"R-HSA-2555396","Mitotic Metaphase and Anaphase","65/1870","202/10654",2.56670399925078e-07,4.3796417607469e-06,3.33107221221887e-06,"PSMD5/NUP37/PSMA3/CDCA5/TUBB4A/PSMD7/PSME3/PPP1CC/CDC26/PSMB1/PSMA2/PSME2/PSMC2/PLK1/PSMA5/CDC27/AURKB/INCENP/LMNB1/PSMD11/PPP2R1B/CENPI/TUBB2A/PSMC6/XPO1/SMC1A/PSMA6/ZW10/ZWILCH/MAD2L1/BUB3/RANGAP1/TMPO/CENPK/NUP43/NUP107/NUP160/RANBP2/ZWINT/MIS12/CENPL/NUP133/RPS27A/KNTC1/ANAPC1/CDC20/KNL1/CKAP5/KIF18A/TUBB2B/CENPN/NSL1/PSMD10/ITGB3BP/ANAPC10/NDC80/ESPL1/ERCC6L/SGO1/CENPF/CENPQ/VRK1/NUF2/SMC3/BUB1",65
"R-HSA-2500257","Resolution of Sister Chromatid Cohesion","46/1870","126/10654",2.65440717161592e-07,4.47267608417282e-06,3.40183234888672e-06,"NUP37/CDCA5/TUBB4A/PPP1CC/PLK1/AURKB/INCENP/PPP2R1B/CENPI/TUBB2A/XPO1/SMC1A/ZW10/ZWILCH/MAD2L1/BUB3/RANGAP1/CENPK/NUP43/CCNB2/NUP107/NUP160/RANBP2/ZWINT/MIS12/CENPL/NUP133/KNTC1/CDC20/KNL1/CKAP5/KIF18A/TUBB2B/CENPN/CDK1/NSL1/ITGB3BP/NDC80/ERCC6L/SGO1/CCNB1/CENPF/CENPQ/NUF2/SMC3/BUB1",46
"R-HSA-2467813","Separation of Sister Chromatids","62/1870","190/10654",2.78119014553952e-07,4.6284497730707e-06,3.52031085348342e-06,"PSMD5/NUP37/PSMA3/CDCA5/TUBB4A/PSMD7/PSME3/PPP1CC/CDC26/PSMB1/PSMA2/PSME2/PSMC2/PLK1/PSMA5/CDC27/AURKB/INCENP/PSMD11/PPP2R1B/CENPI/TUBB2A/PSMC6/XPO1/SMC1A/PSMA6/ZW10/ZWILCH/MAD2L1/BUB3/RANGAP1/CENPK/NUP43/NUP107/NUP160/RANBP2/ZWINT/MIS12/CENPL/NUP133/RPS27A/KNTC1/ANAPC1/CDC20/KNL1/CKAP5/KIF18A/TUBB2B/CENPN/NSL1/PSMD10/ITGB3BP/ANAPC10/NDC80/ESPL1/ERCC6L/SGO1/CENPF/CENPQ/NUF2/SMC3/BUB1",62
"R-HSA-5693579","Homologous DNA Pairing and Strand Exchange","22/1870","42/10654",2.93499675513541e-07,4.82484832429577e-06,3.66968785558651e-06,"ATM/BLM/RPA1/TOP3A/RPA2/ATR/BARD1/DNA2/RAD51AP1/BRCA2/PALB2/CHEK1/BRIP1/TOPBP1/MRE11/XRCC2/RFC2/WRN/RFC4/RBBP8/EXO1/RFC5",22
"R-HSA-8936459","RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function","38/1870","97/10654",3.67457941385912e-07,5.96787114443625e-06,4.53904926962433e-06,"H2AZ2/KMT2D/H2AX/H3-3B/H2BC12/DPY30/H3C8/H3C1/H2AZ1/H3C2/H3C10/H2BC6/H2BC11/H3C11/H2BC5/H3C7/TNRC6C/H2AC4/H2BC7/H3C12/H2AC20/EP300/H4C9/H4C3/H4C5/H2BC17/H2AC14/H4C6/H4C2/H4C13/H2AC8/H4C4/H2AC6/H4C1/WDR5/H3C6/H2BC4/H2BC13",38
"R-HSA-5693571","Nonhomologous End-Joining (NHEJ)","30/1870","69/10654",4.45732578384891e-07,7.15294661503373e-06,5.4403951296602e-06,"PIAS4/ATM/H2AX/H2BC12/MDC1/RNF168/H2BC6/BARD1/H2BC11/H2BC5/H2BC7/SUMO1/RIF1/MRE11/H4C9/BRCC3/H4C3/H4C5/LIG4/H2BC17/H4C6/H4C2/PRKDC/H4C13/XRCC5/TDP1/H4C4/H4C1/H2BC4/H2BC13",30
"R-HSA-162587","HIV Life Cycle","52/1870","152/10654",4.90856101066959e-07,7.78440028515601e-06,5.92066677943304e-06,"HMGA1/GTF2H3/SSRP1/NUP37/TAF11/TAF2/TAF12/GTF2B/POLR2B/TAF5/TAF13/NDC1/CHMP5/CDK7/POLR2K/CHMP4C/NUP155/PDCD6IP/NUP42/NUP54/TBP/TCEA1/CHMP2B/CCNT1/GTF2F2/XPO1/LIG1/NUP35/NUP153/NUP210/RNMT/RANGAP1/TAF9B/NEDD4L/NUP43/POLR2D/RNGTT/NUP107/NUP160/LIG4/RANBP2/NUP133/RPS27A/RAN/XRCC5/NUP205/PSIP1/CCNT2/ELOC/GTF2E1/SUPT16H/CXCR4",52
"R-HSA-157118","Signaling by NOTCH","72/1870","235/10654",5.05232322791159e-07,7.91922292002886e-06,6.02321031087624e-06,"ARRB2/SKP1/H2AZ2/SEL1L/RBX1/PSMD5/PSEN1/PSMA3/TP53/H2AX/H3-3B/AKT1/H2BC12/TACC3/PSMD7/AGO2/H3C8/PSME3/YWHAZ/TFDP2/H3C1/H2AZ1/WWC1/H3C2/H3C10/JAG1/H2BC6/PSMB1/PSMA2/PSME2/PSMC2/PSMA5/CCNC/H2BC11/PSMD11/H3C11/H2BC5/H3C7/TNRC6C/H2AC4/H2BC7/H3C12/PRKCI/PSMC6/ST3GAL6/PSMA6/H2AC20/EP300/H4C9/H4C3/H4C5/H2BC17/CDK8/H2AC14/H4C6/H4C2/HDAC2/NOTCH1/RPS27A/H4C13/H2AC8/ITCH/H4C4/H2AC6/H4C1/PSMD10/HEY2/H3C6/DLGAP5/H2BC4/H2BC13/FABP7",72
"R-HSA-5663205","Infectious disease","105/1870","383/10654",6.96992627795888e-07,1.06931999897888e-05,8.13304450261934e-06,"RPS4Y1/B2M/ANTXR2/SKP1/HMGA1/RPL34/ELMO1/GTF2H3/TXNRD1/RBX1/PSMD5/SSRP1/NUP37/PSMA3/TAF11/TAF2/TAF12/PSMD7/RPL9/CALM2/GTF2B/POLR2B/TAF5/PSME3/TAF13/RPS21/NDC1/CHMP5/PSMB1/PSMA2/RPL31/PSME2/PSMC2/CDK7/PSMA5/RPL26/POLR2K/RPL15/SV2A/CHMP4C/NUP155/SYT2/PSMD11/PDCD6IP/RPS3A/NUP42/NUP54/RPL18/RPS29/TBP/AP2A1/RPS27L/RPS4Y2/SH3GL1/TCEA1/CHMP2B/CCNT1/GTF2F2/PSMC6/XPO1/RPLP0/SH3GL3/LIG1/SH3GL2/NUP35/KPNA5/PSMA6/RPL7/RPS24/NUP153/NUP210/RNMT/RANGAP1/TAF9B/NEDD4L/NUP43/POLR2D/RNGTT/KPNA2/NUP107/NPM1/NUP160/LIG4/RANBP2/VAMP2/NUP133/SLC25A4/RPS27A/SYT1/RAN/RPL39L/XRCC5/NUP205/PSIP1/SLC25A5/CCNT2/RPL7A/RPLP1/PSMD10/ELOC/RPL22/GTF2E1/SUPT16H/RAC1/CXCR4",105
"R-HSA-3214842","HDMs demethylate histones","24/1870","50/10654",6.98072402894227e-07,1.06931999897888e-05,8.13304450261934e-06,"UTY/KDM5A/H3C8/H3C1/H3C2/H3C10/KDM5D/H3C11/H3C7/H3C12/KDM5B/H4C9/H4C3/H4C5/KDM4C/H4C6/H4C2/H4C13/H4C4/H4C1/H3C6/KDM4A/KDM3B/KDM3A",24
"R-HSA-141424","Amplification of signal from the kinetochores","37/1870","96/10654",8.39008983123032e-07,1.25664901027761e-05,9.55783332820858e-06,"NUP37/PPP1CC/PLK1/AURKB/INCENP/PPP2R1B/CENPI/XPO1/ZW10/ZWILCH/MAD2L1/BUB3/RANGAP1/CENPK/NUP43/NUP107/NUP160/RANBP2/ZWINT/MIS12/CENPL/NUP133/KNTC1/CDC20/KNL1/CKAP5/KIF18A/CENPN/NSL1/ITGB3BP/NDC80/ERCC6L/SGO1/CENPF/CENPQ/NUF2/BUB1",37
"R-HSA-141444","Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal","37/1870","96/10654",8.39008983123032e-07,1.25664901027761e-05,9.55783332820858e-06,"NUP37/PPP1CC/PLK1/AURKB/INCENP/PPP2R1B/CENPI/XPO1/ZW10/ZWILCH/MAD2L1/BUB3/RANGAP1/CENPK/NUP43/NUP107/NUP160/RANBP2/ZWINT/MIS12/CENPL/NUP133/KNTC1/CDC20/KNL1/CKAP5/KIF18A/CENPN/NSL1/ITGB3BP/NDC80/ERCC6L/SGO1/CENPF/CENPQ/NUF2/BUB1",37
"R-HSA-69618","Mitotic Spindle Checkpoint","41/1870","112/10654",1.07803332535003e-06,1.59691090392511e-05,1.214580056554e-05,"NUP37/PPP1CC/CDC26/PLK1/CDC27/AURKB/INCENP/PPP2R1B/CENPI/XPO1/ZW10/ZWILCH/MAD2L1/BUB3/RANGAP1/CENPK/NUP43/NUP107/NUP160/RANBP2/ZWINT/MIS12/CENPL/NUP133/KNTC1/ANAPC1/CDC20/KNL1/CKAP5/KIF18A/CENPN/NSL1/ITGB3BP/ANAPC10/NDC80/ERCC6L/SGO1/CENPF/CENPQ/NUF2/BUB1",41
"R-HSA-174417","Telomere C-strand (Lagging Strand) Synthesis","15/1870","24/10654",1.16352366751291e-06,1.70481511283414e-05,1.29664994526039e-05,"POLA2/RPA1/RPA2/DNA2/PRIM1/PCNA/POLD1/POLA1/RFC1/LIG1/RFC2/POLE2/RFC4/POLE/RFC5",15
"R-HSA-3700989","Transcriptional Regulation by TP53","100/1870","365/10654",1.32732020110398e-06,1.92390067858943e-05,1.46328225905521e-05,"EHMT2/LAMTOR5/ARID3A/GTF2H3/TXNRD1/ATM/SSRP1/TP53/TAF11/AKT1/TAF2/MDC1/TAF12/COX6C/AGO2/E2F8/BLM/POLR2B/TAF5/COX7C/TIGAR/TAF13/YWHAZ/TFDP2/RPA1/COX11/TOP3A/CDK7/RBBP4/RPA2/RICTOR/ATR/POLR2K/AURKB/USP7/BARD1/TXN/RBL2/CASP6/PPP2R1B/DNA2/PCNA/GLS/TBP/GATAD2A/TNRC6C/CCNE2/CENPJ/TCEA1/CCNT1/GTF2F2/CNOT8/CHEK1/BRIP1/FAS/MSH2/FOS/LRPPRC/SLC38A9/TOPBP1/MRE11/PMAIP1/TAF9B/EP300/CNOT9/NOC2L/POLR2D/NDUFA4/FANCI/RABGGTB/NPM1/RFC2/WRN/HDAC2/RFC4/RPS27A/CNOT6/RBBP8/E2F7/CDK2/CDK1/COX5A/DDIT4/PHF20/CCNT2/ZNF420/CCNA1/EHMT1/EXO1/CHEK2/CNOT1/ELOC/RFC5/BRD7/SESN3/MDM4/SUPT16H/CCNB1/PLK2/CCNG1",100
"R-HSA-180786","Extension of Telomeres","17/1870","30/10654",1.56559999979215e-06,2.24513702097853e-05,1.7076085104116e-05,"RUVBL2/DKC1/POLA2/RPA1/RPA2/DNA2/PRIM1/PCNA/POLD1/POLA1/RFC1/LIG1/RFC2/POLE2/RFC4/POLE/RFC5",17
"R-HSA-5693616","Presynaptic phase of homologous DNA pairing and strand exchange","20/1870","39/10654",1.5838357887801e-06,2.2473796245006e-05,1.70931419199093e-05,"ATM/BLM/RPA1/TOP3A/RPA2/ATR/BARD1/DNA2/BRCA2/CHEK1/BRIP1/TOPBP1/MRE11/XRCC2/RFC2/WRN/RFC4/RBBP8/EXO1/RFC5",20
"R-HSA-171306","Packaging Of Telomere Ends","24/1870","52/10654",1.70580591292236e-06,2.39523580272849e-05,1.82177078858156e-05,"H2AZ2/H2AX/H2BC12/H2AZ1/H2BC6/H2BC11/H2BC5/H2AC4/H2BC7/H2AC20/H4C9/H4C3/H4C5/H2BC17/H2AC14/H4C6/H4C2/H4C13/H2AC8/H4C4/H2AC6/H4C1/H2BC4/H2BC13",24
"R-HSA-5693606","DNA Double Strand Break Response","31/1870","77/10654",2.17295926503837e-06,3.00714677257355e-05,2.28717863227131e-05,"PIAS4/ATM/TP53/H2AX/H2BC12/MDC1/RNF168/H2BC6/BARD1/H2BC11/H2BC5/H2BC7/SUMO1/SMARCA5/MRE11/H4C9/BRCC3/H4C3/KPNA2/H4C5/H2BC17/H4C6/H4C2/RPS27A/H4C13/H4C4/H4C1/CHEK2/H2BC4/KDM4A/H2BC13",31
"R-HSA-110330","Recognition and association of DNA glycosylase with site containing an affected purine","25/1870","56/10654",2.23082104790323e-06,3.00714677257355e-05,2.28717863227131e-05,"H2AZ2/MUTYH/H2AX/H2BC12/H2AZ1/H2BC6/H2BC11/H2BC5/H2AC4/H2BC7/H2AC20/H4C9/H4C3/H4C5/H2BC17/H2AC14/H4C6/H4C2/H4C13/H2AC8/H4C4/H2AC6/H4C1/H2BC4/H2BC13",25
"R-HSA-110331","Cleavage of the damaged purine","25/1870","56/10654",2.23082104790323e-06,3.00714677257355e-05,2.28717863227131e-05,"H2AZ2/MUTYH/H2AX/H2BC12/H2AZ1/H2BC6/H2BC11/H2BC5/H2AC4/H2BC7/H2AC20/H4C9/H4C3/H4C5/H2BC17/H2AC14/H4C6/H4C2/H4C13/H2AC8/H4C4/H2AC6/H4C1/H2BC4/H2BC13",25
"R-HSA-73927","Depurination","25/1870","56/10654",2.23082104790323e-06,3.00714677257355e-05,2.28717863227131e-05,"H2AZ2/MUTYH/H2AX/H2BC12/H2AZ1/H2BC6/H2BC11/H2BC5/H2AC4/H2BC7/H2AC20/H4C9/H4C3/H4C5/H2BC17/H2AC14/H4C6/H4C2/H4C13/H2AC8/H4C4/H2AC6/H4C1/H2BC4/H2BC13",25
"R-HSA-72312","rRNA processing","63/1870","205/10654",2.30231356948386e-06,3.07279078382599e-05,2.33710621852765e-05,"RPS4Y1/PELP1/RRP9/RPL34/WDR12/DIMT1/RPL9/DKC1/WDR36/RIOK3/RPS21/ERI1/RPL31/DHX37/NOP2/NOL11/RPL26/UTP20/RPL15/RPS3A/RIOK2/PRORP/DDX21/TFB1M/ELAC2/RPL18/RPS29/RPS27L/RPS4Y2/HEATR1/RRP1/IMP4/RPLP0/RPL7/RPS24/KRR1/WDR3/DDX52/NAT10/NOP58/BYSL/BMS1/RPS27A/LAS1L/RPL39L/GNL3/PNO1/CSNK1D/THUMPD1/EXOSC5/RPL7A/RPLP1/TRMT10C/WDR43/UTP18/RPL22/WDR75/BOP1/EXOSC8/MTREX/EXOSC3/UTP15/RCL1",63
"R-HSA-6804756","Regulation of TP53 Activity through Phosphorylation","35/1870","92/10654",2.34916498927758e-06,3.10458275053547e-05,2.3612865836495e-05,"ATM/SSRP1/TP53/TAF11/TAF2/TAF12/BLM/TAF5/TAF13/RPA1/TOP3A/RPA2/ATR/AURKB/BARD1/DNA2/TBP/CHEK1/BRIP1/TOPBP1/MRE11/TAF9B/NOC2L/RFC2/WRN/RFC4/RPS27A/RBBP8/CDK2/CCNA1/EXO1/CHEK2/RFC5/MDM4/SUPT16H",35
"R-HSA-191859","snRNP Assembly","24/1870","53/10654",2.60224092234293e-06,3.37290458011372e-05,2.56536706311945e-05,"NUP37/WDR77/NDC1/SNRPF/SNRPE/GEMIN4/NUP155/PHAX/NUP42/NUP54/SNRPD1/GEMIN2/NUP35/NUP153/NUP210/SNRPG/NUP43/NUP107/NUP160/RANBP2/NUP133/SNRPB/NUP205/GEMIN5",24
"R-HSA-194441","Metabolism of non-coding RNA","24/1870","53/10654",2.60224092234293e-06,3.37290458011372e-05,2.56536706311945e-05,"NUP37/WDR77/NDC1/SNRPF/SNRPE/GEMIN4/NUP155/PHAX/NUP42/NUP54/SNRPD1/GEMIN2/NUP35/NUP153/NUP210/SNRPG/NUP43/NUP107/NUP160/RANBP2/NUP133/SNRPB/NUP205/GEMIN5",24
"R-HSA-9006931","Signaling by Nuclear Receptors","84/1870","299/10654",3.20402991591859e-06,4.11336412062692e-05,3.12854650436562e-05,"AKR1C3/H2AZ2/CXCL12/GNB4/PLTP/H2AX/PIK3CA/H3-3B/FASN/AKT1/H2BC12/PRKCZ/AGO2/CALM2/PDK3/H3C8/GNG5/IGF1R/POLR2B/GNB2/PDHA1/H3C1/H2AZ1/H3C2/H3C10/H2BC6/PTGES3/FOSB/POLR2K/H2BC11/H3C11/GNG4/JUND/TBP/H2BC5/H3C7/TNRC6C/KRAS/NRIP1/CTSD/H2AC4/H2BC7/H3C12/CCNT1/GTF2F2/POU2F1/XPO1/GREB1/PPID/FOS/SMC1A/PIK3R3/USF1/H2AC20/EP300/H4C9/POLR2D/H4C3/KPNA2/H4C5/PIK3R1/H2BC17/ZNF217/H2AC14/H4C6/H4C2/H4C13/STRN/CRABP1/MYB/RDH11/CHD1/H2AC8/H4C4/H2AC6/H4C1/GNG12/H3C6/RARA/H2BC4/KDM4A/H2BC13/KDM3A/SMC3",84
"R-HSA-69186","Lagging Strand Synthesis","13/1870","20/10654",3.2727351763582e-06,4.1619311488027e-05,3.16548566213793e-05,"POLA2/RPA1/RPA2/DNA2/PRIM1/PCNA/POLD1/POLA1/RFC1/LIG1/RFC2/RFC4/RFC5",13
"R-HSA-162909","Host Interactions of HIV factors","44/1870","129/10654",3.99033874948878e-06,5.02708096664568e-05,3.82350215642113e-05,"B2M/SKP1/HMGA1/ELMO1/RBX1/PSMD5/NUP37/PSMA3/PSMD7/PSME3/NDC1/PSMB1/PSMA2/PSME2/PSMC2/PSMA5/NUP155/PSMD11/NUP42/NUP54/AP2A1/CCNT1/PSMC6/XPO1/NUP35/PSMA6/NUP153/NUP210/RANGAP1/NUP43/NUP107/NPM1/NUP160/RANBP2/NUP133/SLC25A4/RPS27A/RAN/NUP205/PSIP1/SLC25A5/PSMD10/ELOC/RAC1",44
"R-HSA-1221632","Meiotic synapsis","31/1870","79/10654",4.1249627941593e-06,5.14856467270994e-05,3.91590035235005e-05,"H2AZ2/H2AX/H2BC12/H2AZ1/H2BC6/ATR/H2BC11/LMNB1/REC8/H2BC5/H2AC4/H2BC7/SMC1A/H2AC20/H4C9/H4C3/H4C5/H2BC17/H2AC14/H4C6/H4C2/SYNE2/H4C13/DIDO1/H2AC8/H4C4/H2AC6/H4C1/H2BC4/H2BC13/SMC3",31
"R-HSA-8878171","Transcriptional regulation by RUNX1","70/1870","239/10654",4.38941750957824e-06,5.42838055312978e-05,4.12872298824645e-05,"H2AZ2/ARID1A/CBX2/AUTS2/KMT2D/PSMD5/SMARCD1/PSMA3/H2AX/H3-3B/H2BC12/PSMD7/AGO2/DPY30/PHC1/H3C8/PSME3/H3C1/H2AZ1/H3C2/H3C10/CCND2/H2BC6/PSMB1/PSMA2/PSME2/PSMC2/CTSV/CDK7/PSMA5/PTPN11/H2BC11/PSMD11/H3C11/SOCS4/H2BC5/H3C7/TNRC6C/ELF2/H2AC4/H2BC7/H3C12/PSMC6/ELF1/PSMA6/H2AC20/EP300/H4C9/H4C3/H4C5/H2BC17/ACTL6A/ARID2/H2AC14/H4C6/H4C2/RPS27A/H4C13/MYB/H2AC8/ITCH/H4C4/H2AC6/H4C1/PSMD10/WDR5/H3C6/H2BC4/H2BC13/SMARCA4",70
"R-HSA-3301854","Nuclear Pore Complex (NPC) Disassembly","18/1870","35/10654",5.01593785858693e-06,6.14680384852289e-05,4.67514208063509e-05,"NUP37/NDC1/NUP155/NUP42/NUP54/NEK9/NUP35/NUP153/NUP210/NUP43/CCNB2/NUP107/NUP160/RANBP2/NUP133/NUP205/CDK1/CCNB1",18
"R-HSA-5693565","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks","30/1870","76/10654",5.09687124976218e-06,6.18971391412561e-05,4.70777866028295e-05,"PIAS4/ATM/TP53/H2AX/H2BC12/MDC1/RNF168/H2BC6/BARD1/H2BC11/H2BC5/H2BC7/SUMO1/SMARCA5/MRE11/H4C9/BRCC3/H4C3/H4C5/H2BC17/H4C6/H4C2/RPS27A/H4C13/H4C4/H4C1/CHEK2/H2BC4/KDM4A/H2BC13",30
"R-HSA-162599","Late Phase of HIV Life Cycle","46/1870","139/10654",6.13399390047595e-06,7.38269980164427e-05,5.61514103295449e-05,"GTF2H3/SSRP1/NUP37/TAF11/TAF2/TAF12/GTF2B/POLR2B/TAF5/TAF13/NDC1/CHMP5/CDK7/POLR2K/CHMP4C/NUP155/PDCD6IP/NUP42/NUP54/TBP/TCEA1/CHMP2B/CCNT1/GTF2F2/XPO1/NUP35/NUP153/NUP210/RNMT/RANGAP1/TAF9B/NEDD4L/NUP43/POLR2D/RNGTT/NUP107/NUP160/RANBP2/NUP133/RPS27A/RAN/NUP205/CCNT2/ELOC/GTF2E1/SUPT16H",46
"R-HSA-2980766","Nuclear Envelope Breakdown","23/1870","52/10654",6.85144964322931e-06,8.17323373369302e-05,6.21640610387084e-05,"NUP37/NDC1/PLK1/NUP155/LMNB1/NUP42/NUP54/NEK9/NUP35/NUP153/NUP210/TMPO/NUP43/CCNB2/NUP107/NUP160/RANBP2/CNEP1R1/NUP133/NUP205/CDK1/CCNB1/VRK1",23
"R-HSA-5651801","PCNA-Dependent Long Patch Base Excision Repair","13/1870","21/10654",7.20828768285361e-06,8.52348403200585e-05,6.48279981818968e-05,"RPA1/RPA2/PCNA/POLD1/APEX1/RFC1/LIG1/RFC2/POLE2/RFC4/POLB/POLE/RFC5",13
"R-HSA-8868773","rRNA processing in the nucleus and cytosol","59/1870","195/10654",8.20019764723262e-06,9.61205776388659e-05,7.31074829144584e-05,"RPS4Y1/PELP1/RRP9/RPL34/WDR12/DIMT1/RPL9/DKC1/WDR36/RIOK3/RPS21/ERI1/RPL31/DHX37/NOP2/NOL11/RPL26/UTP20/RPL15/RPS3A/RIOK2/DDX21/RPL18/RPS29/RPS27L/RPS4Y2/HEATR1/RRP1/IMP4/RPLP0/RPL7/RPS24/KRR1/WDR3/DDX52/NAT10/NOP58/BYSL/BMS1/RPS27A/LAS1L/RPL39L/GNL3/PNO1/CSNK1D/THUMPD1/EXOSC5/RPL7A/RPLP1/WDR43/UTP18/RPL22/WDR75/BOP1/EXOSC8/MTREX/EXOSC3/UTP15/RCL1",59
"R-HSA-176033","Interactions of Vpr with host cellular proteins","18/1870","36/10654",8.39248208379191e-06,9.6692870503859e-05,7.35427579812265e-05,"HMGA1/NUP37/NDC1/NUP155/NUP42/NUP54/NUP35/NUP153/NUP210/NUP43/NUP107/NUP160/RANBP2/NUP133/SLC25A4/NUP205/PSIP1/SLC25A5",18
"R-HSA-177243","Interactions of Rev with host cellular proteins","18/1870","36/10654",8.39248208379191e-06,9.6692870503859e-05,7.35427579812265e-05,"NUP37/NDC1/NUP155/NUP42/NUP54/XPO1/NUP35/NUP153/NUP210/RANGAP1/NUP43/NUP107/NPM1/NUP160/RANBP2/NUP133/RAN/NUP205",18
